Respondent_ID,Age,Gender,Education,Employment,Monthly_Income,Location,Beer_Consumption_per_week,Satisfaction,Favorite_Flavor,Feedback,Preferred_Drinking_Time,Preferred_Snack_with_Beer,Willing_to_Recommend,Age_group
4590,55,Prefer not to say,Primary,Employed Part-time,15000,Makati,2,4,nan,Perfect for weekends,Morning,Burger,5,45-60
537,53,Non-binary,Doctorate,Employed Part-time,60000,Makati,3,5,Ale,Affordable,Afternoon,Chips,2,45-60
4901,35,Female,Vocational,Student,50000,Davao,3,5,Stout,Affordable,Evening,Sausages,1,25-45
4213,43,Non-binary,Bachelor's,Student,35000,Baguio,2,2,Ale,"Strong flavor, love it",Night,Chips,3,25-45
3508,37,Female,Doctorate,Retired,20000,Baguio,6,3,nan,Smooth and refreshing,Night,Nuts,1,25-45
202,19,Non-binary,No formal education,Unemployed,50000,Baguio,2,5,Ale,Could be creamier,nan,Nuts,,Less than 25
1333,39,Male,Primary,Student,30000,Quezon City,6,2,Lager,Smooth and refreshing,Evening,Sausages,5,25-45
3503,21,Prefer not to say,Bachelor's,Employed Part-time,,Cebu,0,2,Ale,"Strong flavor, love it",Evening,Pizza,3,Less than 25
2709,38,Non-binary,Doctorate,Student,40000,Davao,0,3,Ale,Could be creamier,Afternoon,Nuts,2,25-45
4022,34,Prefer not to say,Secondary,Self-employed,100000,Davao,1,4,nan,,Night,Nuts,5,25-45
1855,33,Non-binary,Secondary,Retired,45000,Makati,1,5,Pilsner,Light but not distinctive,Evening,Chips,,25-45
4697,40,Prefer not to say,Secondary,Employed Part-time,,Davao,7,1,Lager,Could be creamier,Evening,Chips,2,25-45
2873,23,Non-binary,Vocational,Employed Part-time,40000,Cebu,1,1,Pilsner,Too bitter for my taste,Morning,nan,5,Less than 25
3031,57,Male,No formal education,Self-employed,50000,Quezon City,5,5,nan,Light but not distinctive,Morning,nan,4,45-60
1206,34,Male,No formal education,Student,45000,Manila,6,1,nan,nan,Evening,Sausages,2,25-45
1646,62,Male,Bachelor's,Employed Part-time,10000,Davao,7,4,Lager,Light but not distinctive,Evening,nan,,Greater than 60
3418,53,Non-binary,Bachelor's,Employed Full-time,60000,Quezon City,1,4,IPA,Perfect for weekends,Morning,nan,1,45-60
3477,52,Prefer not to say,Secondary,Student,15000,Baguio,6,1,IPA,"Strong flavor, love it",Night,Pizza,1,45-60
2862,64,Non-binary,Doctorate,Unemployed,15000,Baguio,2,3,Stout,,Afternoon,Pizza,,Greater than 60
1793,44,Non-binary,Doctorate,Employed Full-time,20000,Davao,5,5,Ale,Affordable,Night,Nuts,,25-45
3798,35,Male,Bachelor's,Student,10000,Quezon City,5,2,Lager,Light but not distinctive,Morning,Nuts,3,25-45
3369,41,Prefer not to say,Primary,Employed Part-time,25000,Quezon City,2,2,IPA,Could be creamier,nan,Burger,,25-45
3368,26,Male,Bachelor's,Employed Full-time,50000,Cebu,7,3,Lager,Affordable,Afternoon,Chips,5,25-45
3534,28,Non-binary,Vocational,Employed Part-time,60000,Cebu,1,5,Ale,"Strong flavor, love it",Afternoon,Burger,,25-45
3450,55,Non-binary,Doctorate,Self-employed,15000,Manila,6,2,Stout,Light but not distinctive,Evening,Burger,3,45-60
604,34,Male,Vocational,Self-employed,100000,Quezon City,4,2,Stout,,nan,nan,5,25-45
3057,28,Prefer not to say,Secondary,Retired,100000,Makati,6,5,nan,nan,Evening,Chips,4,25-45
4578,33,Prefer not to say,Doctorate,Unemployed,30000,Manila,2,3,nan,Affordable,nan,Pizza,3,25-45
127,44,Prefer not to say,Bachelor's,Self-employed,45000,Baguio,3,4,nan,Could be creamier,Night,Sausages,3,25-45
3877,35,Prefer not to say,Primary,Employed Part-time,10000,Makati,7,1,Pilsner,nan,Evening,Nuts,,25-45
2936,33,Male,No formal education,Student,,Manila,2,3,Lager,"Strong flavor, love it",Night,nan,4,25-45
3532,41,Non-binary,Bachelor's,Unemployed,100000,Cebu,1,1,Ale,,Night,Sausages,3,25-45
2731,39,Female,No formal education,Retired,50000,Quezon City,5,1,IPA,Light but not distinctive,Evening,Chips,2,25-45
828,25,Female,Primary,Self-employed,,Davao,7,4,Pilsner,Could be creamier,nan,Burger,5,25-45
1640,20,Male,Primary,Student,20000,Baguio,2,1,Stout,nan,Evening,Sausages,3,Less than 25
985,31,Prefer not to say,Doctorate,Employed Full-time,25000,Baguio,4,3,Ale,Could be creamier,Morning,Burger,3,25-45
3282,20,Non-binary,Vocational,Retired,25000,Manila,6,1,nan,Smooth and refreshing,nan,Sausages,,Less than 25
2189,29,Non-binary,Vocational,Employed Full-time,35000,Cebu,6,1,Ale,Too bitter for my taste,Night,Pizza,1,25-45
2444,59,Male,Master's,Retired,25000,Baguio,7,2,IPA,Smooth and refreshing,Afternoon,Burger,4,45-60
363,64,Male,Secondary,Unemployed,40000,Cebu,2,3,Ale,Affordable,Afternoon,Nuts,4,Greater than 60
2350,44,Prefer not to say,Primary,Unemployed,35000,Quezon City,7,3,Lager,Too bitter for my taste,Evening,Pizza,1,25-45
346,48,Male,Bachelor's,Self-employed,,Baguio,2,2,Stout,,Evening,Sausages,4,45-60
815,51,Female,Secondary,Student,15000,Cebu,0,2,Ale,"Strong flavor, love it",Morning,Chips,4,45-60
3206,35,Non-binary,Primary,Self-employed,60000,Baguio,6,3,Ale,nan,nan,Pizza,2,25-45
4371,50,Female,Bachelor's,Student,15000,Makati,0,4,Lager,Perfect for weekends,nan,Burger,2,45-60
3326,41,Non-binary,Vocational,Employed Full-time,45000,Quezon City,3,4,Stout,Light but not distinctive,Morning,Pizza,1,25-45
4107,23,Prefer not to say,Primary,Unemployed,10000,Cebu,3,4,Ale,Light but not distinctive,Afternoon,nan,4,Less than 25
2117,31,Female,Bachelor's,Retired,35000,Davao,0,2,Pilsner,Could be creamier,Night,Chips,1,25-45
1835,64,Female,Master's,Self-employed,,Makati,7,1,Lager,"Strong flavor, love it",Afternoon,Nuts,5,Greater than 60
794,47,Prefer not to say,Bachelor's,Retired,45000,Davao,4,2,nan,Could be creamier,nan,Nuts,5,45-60
2675,58,Non-binary,Bachelor's,Retired,35000,Davao,1,1,Pilsner,"Strong flavor, love it",Evening,Chips,4,45-60
95,42,Non-binary,Primary,Unemployed,45000,Baguio,1,3,nan,Too bitter for my taste,Afternoon,Nuts,3,25-45
4226,59,Non-binary,Doctorate,Employed Part-time,15000,Manila,2,5,Lager,Smooth and refreshing,Evening,Burger,5,45-60
3757,31,Female,Doctorate,Employed Full-time,15000,Cebu,7,4,Ale,Perfect for weekends,Night,Nuts,3,25-45
2892,59,Prefer not to say,No formal education,Self-employed,20000,Makati,1,5,Lager,Smooth and refreshing,Morning,Sausages,2,45-60
2372,39,Prefer not to say,No formal education,Student,100000,Cebu,0,1,Stout,Perfect for weekends,Morning,Burger,3,25-45
4360,52,Non-binary,Master's,Student,50000,Baguio,4,1,Lager,Smooth and refreshing,Night,nan,5,45-60
3229,40,Non-binary,Secondary,Student,10000,Makati,3,3,Ale,Too bitter for my taste,Morning,Chips,5,25-45
2854,53,Male,Vocational,Employed Part-time,20000,Quezon City,6,3,Pilsner,Affordable,Night,Chips,5,45-60
2913,23,Non-binary,Secondary,Unemployed,30000,Davao,3,3,Pilsner,Perfect for weekends,nan,nan,,Less than 25
1866,50,Male,No formal education,Self-employed,20000,Cebu,6,3,Pilsner,Light but not distinctive,Night,Sausages,1,45-60
1858,37,Female,Master's,Student,35000,Baguio,6,5,Ale,Perfect for weekends,Afternoon,Sausages,5,25-45
2646,28,Male,Bachelor's,Employed Part-time,25000,Quezon City,7,5,Ale,,nan,Nuts,,25-45
2244,27,Non-binary,Primary,Self-employed,35000,Makati,2,4,Ale,Could be creamier,Morning,Pizza,4,25-45
2337,53,Non-binary,Bachelor's,Self-employed,40000,Makati,2,2,nan,Affordable,Afternoon,Chips,5,45-60
951,57,Prefer not to say,Primary,Student,25000,Makati,2,1,Ale,Perfect for weekends,Afternoon,Nuts,5,45-60
3069,64,Male,Secondary,Student,40000,Quezon City,0,4,Lager,Affordable,Evening,Pizza,2,Greater than 60
1121,37,Female,No formal education,Self-employed,100000,Baguio,6,5,Lager,"Strong flavor, love it",nan,Sausages,3,25-45
2598,30,Female,No formal education,Employed Full-time,15000,Baguio,5,4,nan,Affordable,Afternoon,Burger,3,25-45
2205,40,Non-binary,Master's,Employed Part-time,40000,Cebu,1,1,IPA,Light but not distinctive,Morning,Chips,1,25-45
420,47,Non-binary,No formal education,Unemployed,45000,Quezon City,3,1,Ale,Light but not distinctive,Morning,nan,,45-60
923,64,Female,Primary,Employed Part-time,30000,Makati,1,4,nan,Affordable,Morning,Pizza,5,Greater than 60
1255,25,Non-binary,Doctorate,Employed Part-time,10000,Cebu,3,3,IPA,Could be creamier,Night,Nuts,1,25-45
478,22,Non-binary,Vocational,Employed Part-time,15000,Manila,6,1,nan,Light but not distinctive,nan,nan,4,Less than 25
2036,60,Non-binary,Primary,Self-employed,20000,Quezon City,5,1,IPA,,Night,Sausages,,45-60
1203,45,Male,Master's,Unemployed,35000,Davao,1,5,Ale,nan,nan,nan,3,25-45
2627,54,Female,Primary,Self-employed,100000,Cebu,0,4,Lager,Could be creamier,Morning,Pizza,,45-60
1971,62,Non-binary,No formal education,Employed Part-time,40000,Baguio,3,3,nan,Perfect for weekends,Night,Nuts,4,Greater than 60
3111,30,Prefer not to say,Doctorate,Student,40000,Makati,7,3,Ale,"Strong flavor, love it",Night,Burger,4,25-45
4019,45,Female,Doctorate,Unemployed,25000,Quezon City,3,1,IPA,Perfect for weekends,nan,Sausages,1,25-45
2152,24,Male,Vocational,Retired,60000,Cebu,0,1,IPA,Too bitter for my taste,Night,Chips,4,Less than 25
3688,47,Non-binary,Primary,Self-employed,30000,Makati,7,3,Pilsner,Could be creamier,Night,nan,5,45-60
1998,19,Female,Vocational,Retired,10000,Cebu,7,4,Lager,nan,nan,Nuts,1,Less than 25
4034,25,Male,Doctorate,Retired,40000,Davao,1,2,Stout,Affordable,Afternoon,Sausages,3,25-45
3055,36,Prefer not to say,No formal education,Student,10000,Manila,3,3,nan,Could be creamier,Afternoon,Chips,3,25-45
1249,50,Prefer not to say,Primary,Self-employed,60000,Manila,1,1,Lager,"Strong flavor, love it",Night,Pizza,,45-60
2193,32,Prefer not to say,Secondary,Retired,50000,Makati,1,2,IPA,Too bitter for my taste,Afternoon,Sausages,4,25-45
2713,56,Female,Bachelor's,Student,35000,Quezon City,5,2,IPA,Too bitter for my taste,Morning,nan,3,45-60
993,50,Prefer not to say,Vocational,Unemployed,60000,Manila,5,4,IPA,nan,Morning,nan,3,45-60
2191,51,Non-binary,Bachelor's,Employed Part-time,,Manila,0,5,IPA,Could be creamier,Afternoon,Pizza,2,45-60
3763,34,Male,Doctorate,Employed Full-time,40000,Makati,6,1,IPA,,Afternoon,Burger,4,25-45
3598,57,Female,Bachelor's,Unemployed,60000,Baguio,3,5,Ale,Light but not distinctive,Morning,Sausages,2,45-60
1319,47,Non-binary,Vocational,Unemployed,10000,Makati,1,1,Pilsner,Too bitter for my taste,Morning,Chips,2,45-60
1864,19,Male,Secondary,Employed Part-time,25000,Makati,1,4,Stout,Affordable,nan,Nuts,3,Less than 25
2344,56,Prefer not to say,Primary,Unemployed,20000,Cebu,7,5,Ale,,nan,Burger,4,45-60
2450,41,Non-binary,Vocational,Self-employed,25000,Quezon City,7,5,Lager,"Strong flavor, love it",Night,Chips,,25-45
2137,63,Male,Vocational,Student,45000,Quezon City,1,5,Ale,"Strong flavor, love it",Afternoon,Chips,4,Greater than 60
1066,57,Non-binary,No formal education,Employed Full-time,60000,Baguio,2,5,IPA,Affordable,nan,Sausages,3,45-60
4228,32,Prefer not to say,Bachelor's,Employed Full-time,100000,Quezon City,1,4,Ale,Too bitter for my taste,Night,Burger,2,25-45
2622,22,Female,No formal education,Retired,50000,Davao,1,3,IPA,,Night,Chips,3,Less than 25
78,31,Female,Secondary,Employed Part-time,15000,Manila,0,4,Pilsner,Affordable,Night,Nuts,3,25-45
2899,37,Non-binary,Bachelor's,Employed Full-time,60000,Manila,2,4,Ale,Smooth and refreshing,Night,Nuts,,25-45
1315,61,Female,Primary,Self-employed,,Makati,4,3,Stout,Light but not distinctive,Night,Nuts,4,Greater than 60
4592,44,Male,Vocational,Self-employed,25000,Davao,2,1,Lager,,Afternoon,nan,3,25-45
873,64,Male,Doctorate,Employed Full-time,,Makati,4,3,Ale,Perfect for weekends,Night,Nuts,5,Greater than 60
3851,30,Prefer not to say,Bachelor's,Retired,,Quezon City,3,3,nan,Could be creamier,Evening,nan,,25-45
2966,43,Male,Primary,Retired,40000,Cebu,5,1,IPA,Affordable,Afternoon,Chips,2,25-45
3392,25,Female,Doctorate,Student,15000,Manila,3,2,nan,Too bitter for my taste,Night,Nuts,2,25-45
2561,44,Male,Doctorate,Employed Full-time,30000,Cebu,2,3,nan,Perfect for weekends,Night,Pizza,2,25-45
2636,52,Male,Vocational,Retired,35000,Baguio,3,3,Stout,nan,Afternoon,Chips,5,45-60
3531,47,Male,Secondary,Retired,15000,Manila,7,3,Lager,nan,Evening,nan,,45-60
376,56,Male,Primary,Retired,15000,Cebu,7,2,Ale,Smooth and refreshing,Evening,Nuts,5,45-60
1909,20,Prefer not to say,No formal education,Retired,30000,Baguio,1,5,nan,Could be creamier,Night,Nuts,5,Less than 25
4845,42,Prefer not to say,No formal education,Retired,40000,Manila,3,2,Stout,Light but not distinctive,nan,nan,2,25-45
4028,42,Non-binary,Master's,Employed Full-time,20000,Manila,3,4,Ale,Light but not distinctive,Afternoon,Nuts,2,25-45
1605,58,Non-binary,Bachelor's,Employed Part-time,40000,Davao,7,2,Stout,Light but not distinctive,Night,Burger,5,45-60
1119,44,Prefer not to say,Master's,Employed Part-time,40000,Baguio,6,4,Lager,nan,Evening,Chips,1,25-45
3678,20,Non-binary,Primary,Unemployed,35000,Quezon City,0,2,IPA,Too bitter for my taste,Night,Nuts,,Less than 25
3491,40,Male,Secondary,Self-employed,15000,Cebu,1,3,Lager,nan,nan,Nuts,4,25-45
2959,28,Male,No formal education,Employed Full-time,50000,Cebu,5,3,Ale,Light but not distinctive,Morning,Chips,5,25-45
1995,56,Male,No formal education,Unemployed,40000,Makati,4,3,Stout,Could be creamier,Evening,nan,,45-60
4573,57,Prefer not to say,Master's,Employed Full-time,50000,Manila,6,2,Lager,nan,Night,Chips,3,45-60
2377,46,Non-binary,No formal education,Student,,Quezon City,5,2,Ale,Perfect for weekends,Night,Pizza,4,45-60
1343,28,Male,Doctorate,Self-employed,15000,Cebu,6,4,IPA,"Strong flavor, love it",Morning,Chips,1,25-45
321,44,Male,Master's,Employed Full-time,60000,Baguio,3,4,IPA,Too bitter for my taste,Afternoon,Sausages,5,25-45
1620,28,Prefer not to say,Bachelor's,Retired,35000,Davao,3,1,Pilsner,Affordable,Night,Nuts,,25-45
3714,52,Prefer not to say,Secondary,Employed Part-time,35000,Cebu,3,1,Lager,Affordable,nan,nan,3,45-60
2061,50,Male,Primary,Retired,30000,Makati,4,5,Stout,,Evening,Nuts,5,45-60
2220,31,Non-binary,Secondary,Student,60000,Quezon City,4,4,Lager,Smooth and refreshing,Morning,Burger,,25-45
1674,47,Female,No formal education,Retired,20000,Cebu,6,1,Stout,,Morning,Burger,5,45-60
261,52,Non-binary,No formal education,Employed Full-time,100000,Manila,2,5,Stout,Perfect for weekends,Morning,Nuts,2,45-60
4966,48,Female,Bachelor's,Retired,30000,Baguio,5,4,Stout,,Night,Nuts,,45-60
2040,29,Prefer not to say,Bachelor's,Employed Part-time,15000,Davao,4,2,Lager,Perfect for weekends,Afternoon,Chips,,25-45
902,34,Non-binary,Master's,Employed Full-time,100000,Quezon City,6,1,Ale,Light but not distinctive,Night,nan,4,25-45
3745,55,Female,No formal education,Self-employed,40000,Makati,0,2,Pilsner,Affordable,nan,Sausages,,45-60
2027,18,Male,Secondary,Employed Full-time,50000,Baguio,1,5,Stout,Light but not distinctive,nan,Nuts,1,Less than 25
4235,63,Non-binary,Primary,Retired,60000,Davao,7,5,nan,Could be creamier,nan,Burger,1,Greater than 60
1918,30,Non-binary,Secondary,Employed Full-time,40000,Quezon City,4,5,Ale,Light but not distinctive,Evening,Sausages,1,25-45
1829,25,Female,No formal education,Retired,25000,Makati,0,2,nan,Smooth and refreshing,Night,Nuts,5,25-45
1574,60,Female,Doctorate,Employed Part-time,10000,Davao,2,4,nan,Affordable,nan,Chips,5,45-60
4416,31,Male,Primary,Self-employed,10000,Quezon City,5,5,IPA,Too bitter for my taste,nan,Nuts,1,25-45
4617,45,Female,Master's,Self-employed,10000,Baguio,2,3,Pilsner,"Strong flavor, love it",Evening,Nuts,2,25-45
4209,28,Male,Bachelor's,Retired,30000,Makati,6,1,Ale,"Strong flavor, love it",Evening,Chips,3,25-45
225,41,Non-binary,No formal education,Retired,45000,Manila,6,3,IPA,Perfect for weekends,Night,nan,3,25-45
724,49,Non-binary,Secondary,Student,10000,Makati,1,1,nan,Could be creamier,nan,Burger,3,45-60
4713,39,Non-binary,No formal education,Employed Full-time,30000,Davao,5,4,Pilsner,Could be creamier,nan,Sausages,4,25-45
1142,60,Male,Bachelor's,Employed Full-time,15000,Quezon City,2,3,Pilsner,nan,nan,Sausages,2,45-60
2763,54,Male,Primary,Employed Part-time,50000,Manila,1,5,nan,Smooth and refreshing,Evening,nan,1,45-60
847,23,Non-binary,Secondary,Retired,10000,Cebu,3,2,Pilsner,,Afternoon,Chips,4,Less than 25
4290,31,Non-binary,Bachelor's,Unemployed,35000,Cebu,6,3,Lager,,Evening,Pizza,3,25-45
2552,44,Male,Master's,Student,60000,Quezon City,5,4,nan,"Strong flavor, love it",Night,Nuts,5,25-45
2929,45,Female,Primary,Employed Full-time,,Makati,4,3,Pilsner,Perfect for weekends,nan,Burger,2,25-45
118,51,Male,Primary,Employed Part-time,20000,Manila,6,1,Stout,Could be creamier,Night,Nuts,,45-60
646,58,Prefer not to say,Secondary,Self-employed,35000,Davao,7,4,Pilsner,Affordable,Evening,Nuts,5,45-60
4,60,Male,Bachelor's,Student,10000,Makati,1,5,IPA,Perfect for weekends,Night,nan,2,45-60
4171,20,Female,Primary,Employed Part-time,25000,Manila,3,1,Lager,Smooth and refreshing,Afternoon,nan,4,Less than 25
468,43,Female,Doctorate,Student,15000,Davao,7,4,IPA,Perfect for weekends,Night,nan,4,25-45
6,38,Non-binary,Secondary,Employed Part-time,30000,Cebu,7,4,Pilsner,Smooth and refreshing,Night,Burger,3,25-45
920,64,Female,Primary,Student,60000,Manila,0,5,Pilsner,Smooth and refreshing,Evening,Chips,1,Greater than 60
2596,38,Female,Bachelor's,Student,10000,Cebu,0,1,IPA,Smooth and refreshing,Morning,nan,4,25-45
4325,57,Male,Doctorate,Unemployed,,Quezon City,3,2,IPA,Affordable,Morning,Pizza,5,45-60
1064,19,Non-binary,No formal education,Employed Part-time,15000,Quezon City,5,2,Ale,"Strong flavor, love it",nan,Chips,5,Less than 25
2591,58,Male,No formal education,Employed Part-time,40000,Davao,1,1,IPA,Could be creamier,Morning,Pizza,2,45-60
243,36,Male,Secondary,Employed Part-time,45000,Baguio,1,4,Ale,,Afternoon,Nuts,4,25-45
1161,18,Prefer not to say,Vocational,Unemployed,35000,Quezon City,4,1,IPA,nan,nan,Nuts,5,Less than 25
2871,44,Prefer not to say,Primary,Employed Part-time,25000,Cebu,6,1,Pilsner,Light but not distinctive,Night,Pizza,5,25-45
3736,36,Prefer not to say,Doctorate,Employed Full-time,,Davao,5,4,IPA,nan,nan,nan,5,25-45
2398,37,Non-binary,Primary,Employed Full-time,100000,Cebu,3,1,Stout,nan,Evening,Burger,3,25-45
3518,44,Female,Master's,Unemployed,20000,Quezon City,6,2,Pilsner,Perfect for weekends,Night,Sausages,3,25-45
3422,64,Prefer not to say,Secondary,Student,20000,Cebu,7,1,nan,Affordable,Morning,Burger,,Greater than 60
2564,32,Prefer not to say,Bachelor's,Employed Full-time,40000,Cebu,7,2,Pilsner,Affordable,nan,Pizza,1,25-45
1606,20,Non-binary,Bachelor's,Retired,40000,Manila,7,4,Ale,"Strong flavor, love it",nan,Burger,1,Less than 25
2325,21,Female,Vocational,Employed Full-time,10000,Baguio,5,3,Lager,Too bitter for my taste,Afternoon,Pizza,5,Less than 25
2710,52,Female,No formal education,Self-employed,25000,Cebu,3,2,Pilsner,nan,nan,Pizza,,45-60
4621,28,Prefer not to say,Primary,Student,50000,Davao,3,3,Ale,nan,nan,Pizza,2,25-45
1313,52,Prefer not to say,Bachelor's,Self-employed,45000,Cebu,7,2,Pilsner,Too bitter for my taste,Afternoon,Burger,2,45-60
3449,46,Prefer not to say,Secondary,Self-employed,50000,Manila,1,2,nan,Too bitter for my taste,Morning,Chips,2,45-60
3813,41,Non-binary,Doctorate,Employed Part-time,10000,Quezon City,6,4,nan,Could be creamier,Evening,Pizza,2,25-45
4889,29,Female,Bachelor's,Employed Part-time,45000,Makati,7,5,Pilsner,Smooth and refreshing,Afternoon,Burger,3,25-45
2363,61,Male,No formal education,Self-employed,10000,Cebu,1,2,Pilsner,Too bitter for my taste,Afternoon,Nuts,,Greater than 60
1976,50,Prefer not to say,Primary,Student,,Cebu,5,1,Stout,nan,Morning,nan,4,45-60
3515,60,Female,Doctorate,Retired,15000,Davao,4,4,Lager,Too bitter for my taste,Night,Chips,,45-60
1762,31,Non-binary,Primary,Self-employed,45000,Quezon City,6,4,Ale,Too bitter for my taste,Afternoon,Nuts,,25-45
2740,46,Non-binary,Master's,Unemployed,60000,Baguio,6,3,Stout,Could be creamier,Afternoon,Chips,4,45-60
4972,44,Female,No formal education,Student,45000,Quezon City,7,3,Lager,nan,Evening,Nuts,2,25-45
2473,19,Female,Master's,Employed Part-time,10000,Davao,2,4,Lager,Could be creamier,Morning,Chips,,Less than 25
4008,43,Female,Vocational,Unemployed,15000,Manila,3,5,nan,Smooth and refreshing,Afternoon,Nuts,3,25-45
1494,60,Non-binary,No formal education,Employed Full-time,15000,Manila,7,1,IPA,,Afternoon,nan,4,45-60
4207,21,Female,Bachelor's,Employed Part-time,40000,Davao,2,3,IPA,,Afternoon,nan,,Less than 25
2159,32,Prefer not to say,Doctorate,Student,,Baguio,1,5,Lager,"Strong flavor, love it",Morning,Pizza,5,25-45
1170,57,Female,Secondary,Employed Part-time,30000,Manila,2,1,Ale,Could be creamier,Afternoon,Sausages,1,45-60
233,26,Non-binary,Secondary,Student,35000,Davao,6,1,Pilsner,Perfect for weekends,nan,Pizza,5,25-45
67,46,Prefer not to say,Vocational,Retired,40000,Quezon City,5,2,nan,nan,Evening,Pizza,1,45-60
1604,28,Prefer not to say,Vocational,Unemployed,10000,Quezon City,2,5,nan,Light but not distinctive,Night,Pizza,1,25-45
3284,50,Female,Primary,Self-employed,50000,Baguio,2,5,Stout,Light but not distinctive,Evening,Pizza,4,45-60
3597,35,Non-binary,Primary,Student,,Makati,0,5,Lager,Light but not distinctive,Morning,Chips,1,25-45
126,39,Non-binary,Bachelor's,Self-employed,20000,Makati,5,4,Ale,Too bitter for my taste,Afternoon,Burger,1,25-45
1297,22,Male,Doctorate,Employed Full-time,60000,Quezon City,1,1,Lager,Affordable,nan,Burger,3,Less than 25
1977,52,Male,Primary,Unemployed,100000,Quezon City,3,2,nan,Smooth and refreshing,Night,Sausages,4,45-60
4746,64,Male,Bachelor's,Student,20000,Davao,7,4,Stout,Perfect for weekends,Morning,nan,2,Greater than 60
4709,23,Male,No formal education,Employed Full-time,100000,Makati,7,5,Pilsner,Too bitter for my taste,Night,Chips,,Less than 25
2076,61,Non-binary,Vocational,Self-employed,40000,Makati,6,1,Stout,Could be creamier,Morning,nan,3,Greater than 60
3087,55,Male,Secondary,Self-employed,40000,Cebu,1,4,Stout,Too bitter for my taste,Night,nan,2,45-60
4563,56,Prefer not to say,Vocational,Student,25000,Cebu,3,2,Lager,Too bitter for my taste,Morning,Pizza,5,45-60
3346,18,Female,Primary,Student,,Quezon City,5,4,Ale,Affordable,Afternoon,Pizza,2,Less than 25
4692,39,Prefer not to say,Bachelor's,Retired,100000,Baguio,0,5,Stout,,Afternoon,Pizza,3,25-45
2798,31,Male,Bachelor's,Employed Full-time,50000,Cebu,7,3,Stout,Light but not distinctive,Morning,nan,5,25-45
919,53,Non-binary,Secondary,Student,30000,Cebu,6,2,Stout,Too bitter for my taste,Morning,Sausages,,45-60
1647,50,Prefer not to say,Doctorate,Unemployed,45000,Baguio,3,3,IPA,Affordable,Afternoon,Chips,2,45-60
365,40,Female,Primary,Student,25000,Manila,1,2,Lager,Could be creamier,Night,Chips,4,25-45
3288,52,Prefer not to say,Primary,Employed Full-time,,Baguio,6,1,IPA,nan,nan,Burger,2,45-60
2126,58,Male,No formal education,Employed Full-time,30000,Cebu,2,4,nan,Affordable,Afternoon,Sausages,1,45-60
4124,53,Female,Bachelor's,Retired,,Quezon City,4,4,Ale,Too bitter for my taste,Night,nan,4,45-60
526,43,Male,Doctorate,Employed Part-time,60000,Manila,3,1,Stout,Light but not distinctive,Evening,Pizza,4,25-45
56,64,Non-binary,Vocational,Employed Full-time,,Manila,7,5,Lager,,Morning,Burger,5,Greater than 60
639,20,Non-binary,Master's,Employed Part-time,15000,Makati,7,2,IPA,Too bitter for my taste,Night,Burger,4,Less than 25
303,31,Non-binary,Vocational,Student,50000,Cebu,4,3,Stout,Light but not distinctive,Night,Chips,2,25-45
2767,33,Prefer not to say,Vocational,Employed Part-time,25000,Makati,3,4,Pilsner,Light but not distinctive,Evening,Burger,,25-45
1277,21,Non-binary,Bachelor's,Student,40000,Makati,4,3,IPA,Too bitter for my taste,Afternoon,Pizza,2,Less than 25
2056,18,Non-binary,Doctorate,Employed Part-time,30000,Baguio,2,2,Ale,Too bitter for my taste,Morning,Pizza,3,Less than 25
4433,40,Female,Secondary,Retired,40000,Makati,6,5,Pilsner,Too bitter for my taste,Morning,Chips,1,25-45
3645,34,Female,Bachelor's,Unemployed,60000,Makati,2,4,Ale,nan,nan,Burger,3,25-45
4144,59,Non-binary,Secondary,Employed Part-time,100000,Cebu,3,1,IPA,Affordable,Morning,Pizza,1,45-60
2879,43,Prefer not to say,Vocational,Unemployed,15000,Baguio,4,2,Pilsner,Could be creamier,Night,Burger,4,25-45
4203,51,Female,Doctorate,Employed Full-time,100000,Baguio,6,3,IPA,Too bitter for my taste,Afternoon,Pizza,2,45-60
2287,53,Prefer not to say,Vocational,Employed Part-time,40000,Manila,1,2,Pilsner,Too bitter for my taste,Morning,Sausages,1,45-60
2262,38,Male,Doctorate,Employed Full-time,45000,Davao,7,1,Pilsner,Too bitter for my taste,Afternoon,nan,4,25-45
2297,34,Prefer not to say,Primary,Employed Part-time,,Cebu,0,5,Pilsner,Perfect for weekends,Night,Sausages,5,25-45
1754,56,Female,Secondary,Employed Part-time,30000,Davao,4,2,Ale,Light but not distinctive,Afternoon,Sausages,,45-60
1969,29,Non-binary,Master's,Employed Full-time,10000,Quezon City,6,5,Lager,Too bitter for my taste,nan,Chips,1,25-45
4569,63,Prefer not to say,Vocational,Employed Full-time,35000,Baguio,6,1,Ale,Too bitter for my taste,nan,Sausages,3,Greater than 60
3118,22,Prefer not to say,Master's,Self-employed,45000,Manila,7,2,nan,Smooth and refreshing,Night,nan,5,Less than 25
2394,40,Non-binary,Vocational,Unemployed,20000,Manila,0,1,Pilsner,Could be creamier,Morning,Burger,2,25-45
524,43,Prefer not to say,Secondary,Employed Part-time,30000,Makati,3,1,Pilsner,Affordable,Evening,Burger,1,25-45
3901,62,Male,Secondary,Self-employed,35000,Baguio,3,3,Ale,Affordable,Morning,Sausages,,Greater than 60
3123,42,Prefer not to say,Doctorate,Student,45000,Manila,3,3,IPA,,nan,nan,3,25-45
